site_no,datetime,discharge_va,discharge_va_cd
8109000,12/12/1968,1590,A
8109000,12/13/1968,1830,A
8109000,12/14/1968,1840,A
8109000,12/15/1968,1790,A
8109000,12/16/1968,1710,A
8109000,12/17/1968,1630,A
8109000,12/18/1968,1490,A
8109000,12/19/1968,1330,A
8109000,12/20/1968,1450,A
8109000,12/21/1968,1390,A
8109000,12/22/1968,1590,A
8109000,12/23/1968,1590,A
8109000,12/24/1968,1600,A
8109000,12/25/1968,1380,A
8109000,12/26/1968,1300,A
8109000,12/27/1968,1490,A
8109000,12/28/1968,1490,A
8109000,12/29/1968,1120,A
8109000,12/30/1968,1230,A
8109000,12/31/1968,1360,A
8109000,1/1/1969,1050,A
8109000,1/2/1969,946,A
8109000,1/3/1969,1190,A
8109000,1/4/1969,1440,A
8109000,1/5/1969,1220,A
8109000,1/6/1969,1280,A
8109000,1/7/1969,1370,A
8109000,1/8/1969,1160,A
8109000,1/9/1969,1050,A
8109000,1/10/1969,1150,A
8109000,1/11/1969,1260,A
8109000,1/12/1969,1280,A
8109000,1/13/1969,1290,A
8109000,1/14/1969,1290,A
8109000,1/15/1969,1100,A
8109000,1/16/1969,1270,A
8109000,1/17/1969,1710,A
8109000,1/18/1969,2120,A
8109000,1/19/1969,1810,A
8109000,1/20/1969,1530,A
8109000,1/21/1969,1310,A
8109000,1/22/1969,1170,A
8109000,1/23/1969,1020,A
8109000,1/24/1969,953,A
8109000,1/25/1969,1040,A
8109000,1/26/1969,924,A
8109000,1/27/1969,786,A
8109000,1/28/1969,743,A
8109000,1/29/1969,828,A
8109000,1/30/1969,898,A
8109000,1/31/1969,792,A
8109000,2/1/1969,765,A
8109000,2/2/1969,766,A
8109000,2/3/1969,759,A
8109000,2/4/1969,752,A
8109000,2/5/1969,750,A
8109000,2/6/1969,724,A
8109000,2/7/1969,693,A
8109000,2/8/1969,688,A
8109000,2/9/1969,679,A
8109000,2/10/1969,668,A
8109000,2/11/1969,660,A
8109000,2/12/1969,653,A
8109000,2/13/1969,647,A
8109000,2/14/1969,2510,A
8109000,2/15/1969,11500,A
8109000,2/16/1969,12600,A
8109000,2/17/1969,7080,A
8109000,2/18/1969,3930,A
8109000,2/19/1969,2600,A
8109000,2/20/1969,2220,A
8109000,2/21/1969,3220,A
8109000,2/22/1969,6370,A
8109000,2/23/1969,7510,A
8109000,2/24/1969,6070,A
8109000,2/25/1969,4620,A
8109000,2/26/1969,3220,A
8109000,2/27/1969,2550,A
8109000,2/28/1969,2180,A
8109000,3/1/1969,2140,A
8109000,3/2/1969,2050,A
8109000,3/3/1969,1960,A
8109000,3/4/1969,2080,A
8109000,3/5/1969,2250,A
8109000,3/6/1969,2310,A
8109000,3/7/1969,2440,A
8109000,3/8/1969,3140,A
8109000,3/9/1969,4330,A
8109000,3/10/1969,3960,A
8109000,3/11/1969,3790,A
8109000,3/12/1969,3340,A
8109000,3/13/1969,3190,A
8109000,3/14/1969,2920,A
8109000,3/15/1969,5480,A
8109000,3/16/1969,17300,A
8109000,3/17/1969,17300,A
8109000,3/18/1969,11800,A
8109000,3/19/1969,7570,A
8109000,3/20/1969,5350,A
8109000,3/21/1969,4460,A
8109000,3/22/1969,3300,A
8109000,3/23/1969,3050,A
8109000,3/24/1969,9660,A
8109000,3/25/1969,16200,A
8109000,3/26/1969,9670,A
8109000,3/27/1969,6280,A
8109000,3/28/1969,4870,A
8109000,3/29/1969,3950,A
8109000,3/30/1969,3540,A
8109000,3/31/1969,3320,A
8109000,4/1/1969,3180,A
8109000,4/2/1969,3090,A
8109000,4/3/1969,3050,A
8109000,4/4/1969,2980,A
8109000,4/5/1969,4100,A
8109000,4/6/1969,10700,A
8109000,4/7/1969,8110,A
8109000,4/8/1969,4710,A
8109000,4/9/1969,3260,A
8109000,4/10/1969,5030,A
8109000,4/11/1969,5870,A
8109000,4/12/1969,9310,A
8109000,4/13/1969,31900,A
8109000,4/14/1969,31500,A
8109000,4/15/1969,27700,A
8109000,4/16/1969,14300,A
8109000,4/17/1969,8670,A
8109000,4/18/1969,16900,A
8109000,4/19/1969,19100,A
8109000,4/20/1969,12500,A
8109000,4/21/1969,10000,A
8109000,4/22/1969,12000,A
8109000,4/23/1969,14100,A
8109000,4/24/1969,14500,A
8109000,4/25/1969,13900,A
8109000,4/26/1969,10400,A
8109000,4/27/1969,8530,A
8109000,4/28/1969,8340,A
8109000,4/29/1969,10500,A
8109000,4/30/1969,9810,A
8109000,5/1/1969,8070,A
8109000,5/2/1969,8380,A
8109000,5/3/1969,7960,A
8109000,5/4/1969,8960,A
8109000,5/5/1969,14400,A
8109000,5/6/1969,19800,A
8109000,5/7/1969,17500,A
8109000,5/8/1969,18700,A
8109000,5/9/1969,28800,A
8109000,5/10/1969,28000,A
8109000,5/11/1969,30200,A
8109000,5/12/1969,34000,A
8109000,5/13/1969,35400,A
8109000,5/14/1969,34600,A
8109000,5/15/1969,32700,A
8109000,5/16/1969,33300,A
8109000,5/17/1969,33300,A
8109000,5/18/1969,29600,A
8109000,5/19/1969,22100,A
8109000,5/20/1969,13900,A
8109000,5/21/1969,9420,A
8109000,5/22/1969,14100,A
8109000,5/23/1969,19100,A
8109000,5/24/1969,16000,A
8109000,5/25/1969,11900,A
8109000,5/26/1969,9010,A
8109000,5/27/1969,7230,A
8109000,5/28/1969,7810,A
8109000,5/29/1969,9120,A
8109000,5/30/1969,9080,A
8109000,5/31/1969,8920,A
8109000,6/1/1969,8800,A
8109000,6/2/1969,8760,A
8109000,6/3/1969,8630,A
8109000,6/4/1969,8780,A
8109000,6/5/1969,8510,A
8109000,6/6/1969,8440,A
8109000,6/7/1969,7790,A
8109000,6/8/1969,6250,A
8109000,6/9/1969,5580,A
8109000,6/10/1969,5420,A
8109000,6/11/1969,5300,A
8109000,6/12/1969,5080,A
8109000,6/13/1969,4940,A
8109000,6/14/1969,4950,A
8109000,6/15/1969,4920,A
8109000,6/16/1969,4860,A
8109000,6/17/1969,4810,A
8109000,6/18/1969,4780,A
8109000,6/19/1969,4810,A
8109000,6/20/1969,4890,A
8109000,6/21/1969,4900,A
8109000,6/22/1969,4970,A
8109000,6/23/1969,4940,A
8109000,6/24/1969,4970,A
8109000,6/25/1969,5030,A
8109000,6/26/1969,5220,A
8109000,6/27/1969,5170,A
8109000,6/28/1969,5080,A
8109000,6/29/1969,5080,A
8109000,6/30/1969,5100,A
8109000,7/1/1969,5120,A
8109000,7/2/1969,5170,A
8109000,7/3/1969,5190,A
8109000,7/4/1969,5220,A
8109000,7/5/1969,5220,A
8109000,7/6/1969,4230,A
8109000,7/7/1969,3420,A
8109000,7/8/1969,3030,A
8109000,7/9/1969,2570,A
8109000,7/10/1969,2370,A
8109000,7/11/1969,2350,A
8109000,7/12/1969,1910,A
8109000,7/13/1969,1560,A
8109000,7/14/1969,1730,A
8109000,7/15/1969,2390,A
8109000,7/16/1969,2940,A
8109000,7/17/1969,2670,A
8109000,7/18/1969,2550,A
8109000,7/19/1969,2380,A
8109000,7/20/1969,1820,A
8109000,7/21/1969,1400,A
8109000,7/22/1969,1480,A
8109000,7/23/1969,1430,A
8109000,7/24/1969,1170,A
8109000,7/25/1969,975,A
8109000,7/26/1969,1520,A
8109000,7/27/1969,2530,A
8109000,7/28/1969,3510,A
8109000,7/29/1969,3360,A
8109000,7/30/1969,3250,A
8109000,7/31/1969,3040,A
8109000,8/1/1969,3080,A
8109000,8/2/1969,2920,A
8109000,8/3/1969,2870,A
8109000,8/4/1969,1840,A
8109000,8/5/1969,1320,A
8109000,8/6/1969,975,A
8109000,8/7/1969,800,A
8109000,8/8/1969,1060,A
8109000,8/9/1969,1100,A
8109000,8/10/1969,1030,A
8109000,8/11/1969,1020,A
8109000,8/12/1969,989,A
8109000,8/13/1969,1180,A
8109000,8/14/1969,1650,A
8109000,8/15/1969,1810,A
8109000,8/16/1969,2040,A
8109000,8/17/1969,2380,A
8109000,8/18/1969,1760,A
8109000,8/19/1969,1070,A
8109000,8/20/1969,1110,A
8109000,8/21/1969,1090,A
8109000,8/22/1969,856,A
8109000,8/23/1969,1170,A
8109000,8/24/1969,1330,A
8109000,8/25/1969,782,A
8109000,8/26/1969,655,A
8109000,8/27/1969,770,A
8109000,8/28/1969,1680,A
8109000,8/29/1969,1820,A
8109000,8/30/1969,2490,A
8109000,8/31/1969,1430,A
8109000,9/1/1969,1240,A
8109000,9/2/1969,1140,A
8109000,9/3/1969,954,A
8109000,9/4/1969,728,A
8109000,9/5/1969,774,A
8109000,9/6/1969,1340,A
8109000,9/7/1969,907,A
8109000,9/8/1969,1050,A
8109000,9/9/1969,1060,A
8109000,9/10/1969,1130,A
8109000,9/11/1969,724,A
8109000,9/12/1969,806,A
8109000,9/13/1969,921,A
8109000,9/14/1969,903,A
8109000,9/15/1969,843,A
8109000,9/16/1969,1380,A
8109000,9/17/1969,1360,A
8109000,9/18/1969,1210,A
8109000,9/19/1969,1870,A
8109000,9/20/1969,3430,A
8109000,9/21/1969,4170,A
8109000,9/22/1969,4090,A
8109000,9/23/1969,2840,A
8109000,9/24/1969,2620,A
8109000,9/25/1969,2550,A
8109000,9/26/1969,3490,A
8109000,9/27/1969,2550,A
8109000,9/28/1969,1730,A
8109000,9/29/1969,1450,A
8109000,9/30/1969,1280,A
8109000,10/1/1969,1320,A
8109000,10/2/1969,1260,A
8109000,10/3/1969,1120,A
8109000,10/4/1969,996,A
8109000,10/5/1969,859,A
8109000,10/6/1969,769,A
8109000,10/7/1969,692,A
8109000,10/8/1969,648,A
8109000,10/9/1969,634,A
8109000,10/10/1969,610,A
8109000,10/11/1969,558,A
8109000,10/12/1969,565,A
8109000,10/13/1969,627,A
8109000,10/14/1969,805,A
8109000,10/15/1969,1550,A
8109000,10/16/1969,1150,A
8109000,10/17/1969,868,A
8109000,10/18/1969,668,A
8109000,10/19/1969,621,A
8109000,10/20/1969,937,A
8109000,10/21/1969,975,A
8109000,10/22/1969,1010,A
8109000,10/23/1969,1450,A
8109000,10/24/1969,1220,A
8109000,10/25/1969,949,A
8109000,10/26/1969,987,A
8109000,10/27/1969,1290,A
8109000,10/28/1969,1210,A
8109000,10/29/1969,1330,A
8109000,10/30/1969,2020,A
8109000,10/31/1969,7650,A
8109000,11/1/1969,5310,A
8109000,11/2/1969,3890,A
8109000,11/3/1969,3180,A
8109000,11/4/1969,2410,A
8109000,11/5/1969,2800,A
8109000,11/6/1969,4560,A
8109000,11/7/1969,2730,A
8109000,11/8/1969,2030,A
8109000,11/9/1969,1590,A
8109000,11/10/1969,1280,A
8109000,11/11/1969,1140,A
8109000,11/12/1969,1020,A
8109000,11/13/1969,931,A
8109000,11/14/1969,1080,A
8109000,11/15/1969,1180,A
8109000,11/16/1969,1180,A
8109000,11/17/1969,1140,A
8109000,11/18/1969,1610,A
8109000,11/19/1969,1570,A
8109000,11/20/1969,1540,A
8109000,11/21/1969,1960,A
8109000,11/22/1969,1980,A
8109000,11/23/1969,1760,A
8109000,11/24/1969,1570,A
8109000,11/25/1969,1390,A
8109000,11/26/1969,1220,A
8109000,11/27/1969,1550,A
8109000,11/28/1969,1540,A
8109000,11/29/1969,1280,A
8109000,11/30/1969,1300,A
8109000,12/1/1969,1350,A
8109000,12/2/1969,1380,A
8109000,12/3/1969,1200,A
8109000,12/4/1969,1080,A
8109000,12/5/1969,1290,A
8109000,12/6/1969,5310,A
8109000,12/7/1969,16000,A
8109000,12/8/1969,15600,A
8109000,12/9/1969,10200,A
8109000,12/10/1969,6640,A
8109000,12/11/1969,5810,A
8109000,12/12/1969,4760,A
8109000,12/13/1969,3830,A
8109000,12/14/1969,2730,A
8109000,12/15/1969,2250,A
8109000,12/16/1969,2050,A
8109000,12/17/1969,1940,A
8109000,12/18/1969,1830,A
8109000,12/19/1969,1770,A
8109000,12/20/1969,1740,A
8109000,12/21/1969,1720,A
8109000,12/22/1969,1700,A
8109000,12/23/1969,1670,A
8109000,12/24/1969,1630,A
8109000,12/25/1969,1590,A
8109000,12/26/1969,1460,A
8109000,12/27/1969,1700,A
8109000,12/28/1969,2480,A
8109000,12/29/1969,2680,A
8109000,12/30/1969,2880,A
8109000,12/31/1969,4320,A
8109000,1/1/1970,4140,A
8109000,1/2/1970,4570,A
8109000,1/3/1970,4870,A
8109000,1/4/1970,4500,A
8109000,1/5/1970,4590,A
8109000,1/6/1970,10200,A
8109000,1/7/1970,9280,A
8109000,1/8/1970,6160,A
8109000,1/9/1970,5220,A
8109000,1/10/1970,4920,A
8109000,1/11/1970,4630,A
8109000,1/12/1970,4350,A
8109000,1/13/1970,4290,A
8109000,1/14/1970,4200,A
8109000,1/15/1970,4620,A
8109000,1/16/1970,4680,A
8109000,1/17/1970,4620,A
8109000,1/18/1970,4210,A
8109000,1/19/1970,4170,A
8109000,1/20/1970,4110,A
8109000,1/21/1970,4120,A
8109000,1/22/1970,4080,A
8109000,1/23/1970,3330,A
8109000,1/24/1970,2500,A
8109000,1/25/1970,2190,A
8109000,1/26/1970,1970,A
8109000,1/27/1970,1620,A
8109000,1/28/1970,1470,A
8109000,1/29/1970,1370,A
8109000,1/30/1970,1310,A
8109000,1/31/1970,1270,A
8109000,2/1/1970,1650,A
8109000,2/2/1970,2860,A
8109000,2/3/1970,4160,A
8109000,2/4/1970,3500,A
8109000,2/5/1970,2770,A
8109000,2/6/1970,2930,A
8109000,2/7/1970,10700,A
8109000,2/8/1970,11000,A
8109000,2/9/1970,6230,A
8109000,2/10/1970,3820,A
8109000,2/11/1970,3240,A
8109000,2/12/1970,3030,A
8109000,2/13/1970,2890,A
8109000,2/14/1970,2710,A
8109000,2/15/1970,2760,A
8109000,2/16/1970,2680,A
8109000,2/17/1970,2450,A
8109000,2/18/1970,1950,A
8109000,2/19/1970,1760,A
8109000,2/20/1970,1630,A
8109000,2/21/1970,1540,A
8109000,2/22/1970,1480,A
8109000,2/23/1970,1570,A
8109000,2/24/1970,2440,A
8109000,2/25/1970,7500,A
8109000,2/26/1970,16800,A
8109000,2/27/1970,15500,A
8109000,2/28/1970,10500,A
8109000,3/1/1970,13600,A
8109000,3/2/1970,17400,A
8109000,3/3/1970,17500,A
8109000,3/4/1970,21400,A
8109000,3/5/1970,22100,A
8109000,3/6/1970,17300,A
8109000,3/7/1970,23000,A
8109000,3/8/1970,34000,A
8109000,3/9/1970,42100,A
8109000,3/10/1970,35000,A
8109000,3/11/1970,24000,A
8109000,3/12/1970,21000,A
8109000,3/13/1970,19000,A
8109000,3/14/1970,17000,A
8109000,3/15/1970,15000,A
8109000,3/16/1970,13000,A
8109000,3/17/1970,12000,A
8109000,3/18/1970,14000,A
8109000,3/19/1970,18000,A
8109000,3/20/1970,16000,A
8109000,3/21/1970,14000,A
8109000,3/22/1970,14000,A
8109000,3/23/1970,15000,A
8109000,3/24/1970,15000,A
8109000,3/25/1970,15000,A
8109000,3/26/1970,15000,A
8109000,3/27/1970,13000,A
8109000,3/28/1970,12000,A
8109000,3/29/1970,10000,A
8109000,3/30/1970,10000,A
8109000,3/31/1970,10000,A
8109000,4/1/1970,9330,A
8109000,4/2/1970,9380,A
8109000,4/3/1970,9400,A
8109000,4/4/1970,9220,A
8109000,4/5/1970,7790,A
8109000,4/6/1970,7550,A
8109000,4/7/1970,7450,A
8109000,4/8/1970,7410,A
8109000,4/9/1970,7540,A
8109000,4/10/1970,7810,A
8109000,4/11/1970,12700,A
8109000,4/12/1970,12400,A
8109000,4/13/1970,9890,A
8109000,4/14/1970,9040,A
8109000,4/15/1970,8280,A
8109000,4/16/1970,8910,A
8109000,4/17/1970,8930,A
8109000,4/18/1970,8740,A
8109000,4/19/1970,10800,A
8109000,4/20/1970,12100,A
8109000,4/21/1970,11000,A
8109000,4/22/1970,9070,A
8109000,4/23/1970,7910,A
8109000,4/24/1970,7500,A
8109000,4/25/1970,7020,A
8109000,4/26/1970,6870,A
8109000,4/27/1970,6660,A
8109000,4/28/1970,6740,A
8109000,4/29/1970,7520,A
8109000,4/30/1970,8910,A
8109000,5/1/1970,9260,A
8109000,5/2/1970,9270,A
8109000,5/3/1970,9130,A
8109000,5/4/1970,9140,A
8109000,5/5/1970,9100,A
8109000,5/6/1970,9080,A
8109000,5/7/1970,9100,A
8109000,5/8/1970,7920,A
8109000,5/9/1970,7350,A
8109000,5/10/1970,7030,A
8109000,5/11/1970,6960,A
8109000,5/12/1970,6930,A
8109000,5/13/1970,6760,A
8109000,5/14/1970,6000,A
8109000,5/15/1970,5800,A
8109000,5/16/1970,7100,A
8109000,5/17/1970,10000,A
8109000,5/18/1970,10400,A
8109000,5/19/1970,5500,A
8109000,5/20/1970,4500,A
8109000,5/21/1970,5100,A
8109000,5/22/1970,4200,A
8109000,5/23/1970,4000,A
8109000,5/24/1970,4800,A
8109000,5/25/1970,10100,A
8109000,5/26/1970,8170,A
8109000,5/27/1970,5800,A
8109000,5/28/1970,7500,A
8109000,5/29/1970,10200,A
8109000,5/30/1970,11800,A
8109000,5/31/1970,7100,A
8109000,6/1/1970,5600,A
8109000,6/2/1970,6680,A
8109000,6/3/1970,7340,A
8109000,6/4/1970,8000,A
8109000,6/5/1970,8900,A
8109000,6/6/1970,8910,A
8109000,6/7/1970,7570,A
8109000,6/8/1970,6760,A
8109000,6/9/1970,6620,A
8109000,6/10/1970,6000,A
8109000,6/11/1970,4500,A
8109000,6/12/1970,4500,A
8109000,6/13/1970,4000,A
8109000,6/14/1970,3800,A
8109000,6/15/1970,4500,A
8109000,6/16/1970,4900,A
8109000,6/17/1970,5000,A
8109000,6/18/1970,4500,A
8109000,6/19/1970,4000,A
8109000,6/20/1970,3500,A
8109000,6/21/1970,2500,A
8109000,6/22/1970,2100,A
8109000,6/23/1970,2000,A
8109000,6/24/1970,1900,A
8109000,6/25/1970,1660,A
8109000,6/26/1970,1520,A
8109000,6/27/1970,1660,A
8109000,6/28/1970,1800,A
8109000,6/29/1970,1960,A
8109000,6/30/1970,1660,A
8109000,7/1/1970,1800,A
8109000,7/2/1970,1750,A
8109000,7/3/1970,1430,A
8109000,7/4/1970,1310,A
8109000,7/5/1970,1700,A
8109000,7/6/1970,1620,A
8109000,7/7/1970,1440,A
8109000,7/8/1970,1120,A
8109000,7/9/1970,919,A
8109000,7/10/1970,1040,A
8109000,7/11/1970,1440,A
8109000,7/12/1970,1310,A
8109000,7/13/1970,884,A
8109000,7/14/1970,1080,A
8109000,7/15/1970,905,A
8109000,7/16/1970,792,A
8109000,7/17/1970,650,A
8109000,7/18/1970,686,A
8109000,7/19/1970,675,A
8109000,7/20/1970,871,A
8109000,7/21/1970,1410,A
8109000,7/22/1970,1580,A
8109000,7/23/1970,1350,A
8109000,7/24/1970,905,A
8109000,7/25/1970,764,A
8109000,7/26/1970,655,A
8109000,7/27/1970,585,A
8109000,7/28/1970,564,A
8109000,7/29/1970,535,A
8109000,7/30/1970,626,A
8109000,7/31/1970,750,A
8109000,8/1/1970,986,A
8109000,8/2/1970,1190,A
8109000,8/3/1970,1580,A
8109000,8/4/1970,1960,A
8109000,8/5/1970,2070,A
8109000,8/6/1970,1850,A
8109000,8/7/1970,1750,A
8109000,8/8/1970,1630,A
8109000,8/9/1970,1750,A
8109000,8/10/1970,1870,A
8109000,8/11/1970,2180,A
8109000,8/12/1970,2120,A
8109000,8/13/1970,1520,A
8109000,8/14/1970,1110,A
8109000,8/15/1970,1070,A
8109000,8/16/1970,794,A
8109000,8/17/1970,1080,A
8109000,8/18/1970,2810,A
8109000,8/19/1970,1590,A
8109000,8/20/1970,1100,A
8109000,8/21/1970,1390,A
8109000,8/22/1970,1350,A
8109000,8/23/1970,898,A
8109000,8/24/1970,1090,A
8109000,8/25/1970,826,A
8109000,8/26/1970,673,A
8109000,8/27/1970,637,A
8109000,8/28/1970,807,A
8109000,8/29/1970,579,A
8109000,8/30/1970,486,A
8109000,8/31/1970,446,A
8109000,9/1/1970,541,A
8109000,9/2/1970,696,A
8109000,9/3/1970,857,A
8109000,9/4/1970,1080,A
8109000,9/5/1970,876,A
8109000,9/6/1970,652,A
8109000,9/7/1970,841,A
8109000,9/8/1970,992,A
8109000,9/9/1970,1010,A
8109000,9/10/1970,1050,A
8109000,9/11/1970,1350,A
8109000,9/12/1970,1150,A
8109000,9/13/1970,1090,A
8109000,9/14/1970,1330,A
8109000,9/15/1970,1850,A
8109000,9/16/1970,2990,A
8109000,9/17/1970,3620,A
8109000,9/18/1970,3100,A
8109000,9/19/1970,2300,A
8109000,9/20/1970,2500,A
8109000,9/21/1970,1450,A
8109000,9/22/1970,1130,A
8109000,9/23/1970,1620,A
8109000,9/24/1970,1570,A
8109000,9/25/1970,1120,A
8109000,9/26/1970,1890,A
8109000,9/27/1970,4080,A
8109000,9/28/1970,5800,A
8109000,9/29/1970,3260,A
8109000,9/30/1970,2240,A
8109000,10/1/1970,2940,A
8109000,10/2/1970,3070,A
8109000,10/3/1970,3130,A
8109000,10/4/1970,3240,A
8109000,10/5/1970,3200,A
8109000,10/6/1970,3080,A
8109000,10/7/1970,2680,A
8109000,10/8/1970,1660,A
8109000,10/9/1970,1040,A
8109000,10/10/1970,787,A
8109000,10/11/1970,901,A
8109000,10/12/1970,931,A
8109000,10/13/1970,902,A
8109000,10/14/1970,986,A
8109000,10/15/1970,1500,A
8109000,10/16/1970,1110,A
8109000,10/17/1970,876,A
8109000,10/18/1970,731,A
8109000,10/19/1970,652,A
8109000,10/20/1970,563,A
8109000,10/21/1970,516,A
8109000,10/22/1970,491,A
8109000,10/23/1970,2550,A
8109000,10/24/1970,11000,A
8109000,10/25/1970,6750,A
8109000,10/26/1970,6120,A
8109000,10/27/1970,3770,A
8109000,10/28/1970,1870,A
8109000,10/29/1970,1040,A
8109000,10/30/1970,2430,A
8109000,10/31/1970,2130,A
8109000,11/1/1970,1150,A
8109000,11/2/1970,770,A
8109000,11/3/1970,630,A
8109000,11/4/1970,540,A
8109000,11/5/1970,495,A
8109000,11/6/1970,455,A
8109000,11/7/1970,435,A
8109000,11/8/1970,415,A
8109000,11/9/1970,400,A
8109000,11/10/1970,390,A
8109000,11/11/1970,400,A
8109000,11/12/1970,385,A
8109000,11/13/1970,372,A
8109000,11/14/1970,450,A
8109000,11/15/1970,540,A
8109000,11/16/1970,540,A
8109000,11/17/1970,495,A
8109000,11/18/1970,490,A
8109000,11/19/1970,580,A
8109000,11/20/1970,585,A
8109000,11/21/1970,545,A
8109000,11/22/1970,540,A
8109000,11/23/1970,475,A
8109000,11/24/1970,405,A
8109000,11/25/1970,390,A
8109000,11/26/1970,380,A
8109000,11/27/1970,886,A
8109000,11/28/1970,1120,A
8109000,11/29/1970,788,A
8109000,11/30/1970,655,A
8109000,12/1/1970,560,A
8109000,12/2/1970,490,A
8109000,12/3/1970,445,A
8109000,12/4/1970,417,A
8109000,12/5/1970,387,A
8109000,12/6/1970,374,A
8109000,12/7/1970,372,A
8109000,12/8/1970,371,A
8109000,12/9/1970,362,A
8109000,12/10/1970,361,A
8109000,12/11/1970,354,A
8109000,12/12/1970,340,A
8109000,12/13/1970,336,A
8109000,12/14/1970,348,A
8109000,12/15/1970,372,A
8109000,12/16/1970,400,A
8109000,12/17/1970,450,A
8109000,12/18/1970,446,A
8109000,12/19/1970,550,A
8109000,12/20/1970,521,A
8109000,12/21/1970,475,A
8109000,12/22/1970,484,A
8109000,12/23/1970,462,A
8109000,12/24/1970,425,A
8109000,12/25/1970,479,A
8109000,12/26/1970,455,A
8109000,12/27/1970,473,A
8109000,12/28/1970,725,A
8109000,12/29/1970,637,A
8109000,12/30/1970,549,A
8109000,12/31/1970,497,A
8109000,1/1/1971,477,A
8109000,1/2/1971,440,A
8109000,1/3/1971,461,A
8109000,1/4/1971,451,A
8109000,1/5/1971,403,A
8109000,1/6/1971,390,A
8109000,1/7/1971,385,A
8109000,1/8/1971,536,A
8109000,1/9/1971,704,A
8109000,1/10/1971,1970,A
8109000,1/11/1971,2450,A
8109000,1/12/1971,1960,A
8109000,1/13/1971,1280,A
8109000,1/14/1971,1350,A
8109000,1/15/1971,2010,A
8109000,1/16/1971,1370,A
8109000,1/17/1971,966,A
8109000,1/18/1971,724,A
8109000,1/19/1971,629,A
8109000,1/20/1971,562,A
8109000,1/21/1971,480,A
8109000,1/22/1971,418,A
8109000,1/23/1971,419,A
8109000,1/24/1971,604,A
8109000,1/25/1971,560,A
8109000,1/26/1971,447,A
8109000,1/27/1971,370,A
8109000,1/28/1971,332,A
8109000,1/29/1971,312,A
8109000,1/30/1971,297,A
8109000,1/31/1971,285,A
8109000,2/1/1971,273,A
8109000,2/2/1971,267,A
8109000,2/3/1971,264,A
8109000,2/4/1971,261,A
8109000,2/5/1971,267,A
8109000,2/6/1971,252,A
8109000,2/7/1971,249,A
8109000,2/8/1971,243,A
8109000,2/9/1971,243,A
8109000,2/10/1971,254,A
8109000,2/11/1971,253,A
8109000,2/12/1971,226,A
8109000,2/13/1971,229,A
8109000,2/14/1971,222,A
8109000,2/15/1971,226,A
8109000,2/16/1971,227,A
8109000,2/17/1971,218,A
8109000,2/18/1971,246,A
8109000,2/19/1971,237,A
8109000,2/20/1971,265,A
8109000,2/21/1971,456,A
8109000,2/22/1971,511,A
8109000,2/23/1971,634,A
8109000,2/24/1971,560,A
8109000,2/25/1971,463,A
8109000,2/26/1971,528,A
8109000,2/27/1971,1410,A
8109000,2/28/1971,1180,A
8109000,3/1/1971,1070,A
8109000,3/2/1971,754,A
8109000,3/3/1971,566,A
8109000,3/4/1971,477,A
8109000,3/5/1971,418,A
8109000,3/6/1971,357,A
8109000,3/7/1971,337,A
8109000,3/8/1971,317,A
8109000,3/9/1971,301,A
8109000,3/10/1971,294,A
8109000,3/11/1971,292,A
8109000,3/12/1971,315,A
8109000,3/13/1971,286,A
8109000,3/14/1971,280,A
8109000,3/15/1971,274,A
8109000,3/16/1971,321,A
8109000,3/17/1971,329,A
8109000,3/18/1971,304,A
8109000,3/19/1971,319,A
8109000,3/20/1971,735,A
8109000,3/21/1971,789,A
8109000,3/22/1971,807,A
8109000,3/23/1971,799,A
8109000,3/24/1971,799,A
8109000,3/25/1971,822,A
8109000,3/26/1971,839,A
8109000,3/27/1971,846,A
8109000,3/28/1971,864,A
8109000,3/29/1971,870,A
8109000,3/30/1971,860,A
8109000,3/31/1971,847,A
8109000,4/1/1971,694,A
8109000,4/2/1971,578,A
8109000,4/3/1971,539,A
8109000,4/4/1971,530,A
8109000,4/5/1971,559,A
8109000,4/6/1971,560,A
8109000,4/7/1971,558,A
8109000,4/8/1971,574,A
8109000,4/9/1971,561,A
8109000,4/10/1971,558,A
8109000,4/11/1971,577,A
8109000,4/12/1971,655,A
8109000,4/13/1971,649,A
8109000,4/14/1971,668,A
8109000,4/15/1971,654,A
8109000,4/16/1971,754,A
8109000,4/17/1971,924,A
8109000,4/18/1971,1040,A
8109000,4/19/1971,2650,A
8109000,4/20/1971,3460,A
8109000,4/21/1971,3570,A
8109000,4/22/1971,1950,A
8109000,4/23/1971,1050,A
8109000,4/24/1971,693,A
8109000,4/25/1971,563,A
8109000,4/26/1971,508,A
8109000,4/27/1971,797,A
8109000,4/28/1971,811,A
8109000,4/29/1971,788,A
8109000,4/30/1971,764,A
8109000,5/1/1971,738,A
8109000,5/2/1971,995,A
8109000,5/3/1971,1130,A
8109000,5/4/1971,938,A
8109000,5/5/1971,860,A
8109000,5/6/1971,806,A
8109000,5/7/1971,759,A
8109000,5/8/1971,727,A
8109000,5/9/1971,1710,A
8109000,5/10/1971,5760,A
8109000,5/11/1971,6110,A
8109000,5/12/1971,3870,A
8109000,5/13/1971,3250,A
8109000,5/14/1971,1420,A
8109000,5/15/1971,920,A
8109000,5/16/1971,686,A
8109000,5/17/1971,574,A
8109000,5/18/1971,489,A
8109000,5/19/1971,428,A
8109000,5/20/1971,383,A
